100,0,50
101,1,53.13952598
102,2,56.26666168
103,3,59.36906573
104,4,62.43449436
105,5,65.45084972
106,6,68.40622763
107,7,71.28896458
108,8,74.08768371
109,9,76.79133975
110,10,79.38926261
111,11,81.87119949
112,12,84.2273553
113,13,86.44843137
114,14,88.52566214
115,15,90.45084972
116,16,92.21639628
117,17,93.815334
118,18,95.24135262
119,19,96.48882429
120,20,97.55282581
121,21,98.42915806
122,22,99.11436254
123,23,99.60573507
124,24,99.90133642
125,25,100
126,26,99.90133642
127,27,99.60573507
128,28,99.11436254
129,29,98.42915806
130,30,97.55282581
131,31,96.48882429
132,32,95.24135262
133,33,93.815334
134,34,92.21639628
135,35,90.45084972
136,36,88.52566214
137,37,86.44843137
138,38,84.2273553
139,39,81.87119949
140,40,79.38926261
141,41,76.79133975
142,42,74.08768371
143,43,71.28896458
144,44,68.40622763
145,45,65.45084972
146,46,62.43449436
147,47,59.36906573
148,48,56.26666168
149,49,53.13952598
150,50,50
151,51,46.86047402
152,52,43.73333832
153,53,40.63093427
154,54,37.56550564
155,55,34.54915028
156,56,31.59377237
157,57,28.71103542
158,58,25.91231629
159,59,23.20866025
160,60,20.61073739
161,61,18.12880051
162,62,15.7726447
163,63,13.55156863
164,64,11.47433786
165,65,9.549150281
166,66,7.783603725
167,67,6.184665998
168,68,4.758647377
169,69,3.511175706
170,70,2.447174185
171,71,1.570841944
172,72,0.885637464
173,73,0.394264934
174,74,0.098663579
175,75,0
176,76,0.098663579
177,77,0.394264934
178,78,0.885637464
179,79,1.570841944
180,80,2.447174185
181,81,3.511175706
182,82,4.758647377
183,83,6.184665998
184,84,7.783603725
185,85,9.549150281
186,86,11.47433786
187,87,13.55156863
188,88,15.7726447
189,89,18.12880051
190,90,20.61073739
191,91,23.20866025
192,92,25.91231629
193,93,28.71103542
194,94,31.59377237
195,95,34.54915028
196,96,37.56550564
197,97,40.63093427
198,98,43.73333832
199,99,46.86047402
200,0,50
201,1,53.13952598
202,2,56.26666168
203,3,59.36906573
204,4,62.43449436
205,5,65.45084972
206,6,68.40622763
207,7,71.28896458
208,8,74.08768371
209,9,76.79133975
210,10,79.38926261
211,11,81.87119949
212,12,84.2273553
213,13,86.44843137
214,14,88.52566214
215,15,90.45084972
216,16,92.21639628
217,17,93.815334
218,18,95.24135262
219,19,96.48882429
220,20,97.55282581
221,21,98.42915806
222,22,99.11436254
223,23,99.60573507
224,24,99.90133642
225,25,100
226,26,99.90133642
227,27,99.60573507
228,28,99.11436254
229,29,98.42915806
230,30,97.55282581
231,31,96.48882429
232,32,95.24135262
233,33,93.815334
234,34,92.21639628
235,35,90.45084972
236,36,88.52566214
237,37,86.44843137
238,38,84.2273553
239,39,81.87119949
240,40,79.38926261
241,41,76.79133975
242,42,74.08768371
243,43,71.28896458
244,44,68.40622763
245,45,65.45084972
246,46,62.43449436
247,47,59.36906573
248,48,56.26666168
249,49,53.13952598
250,50,50
251,51,46.86047402
252,52,43.73333832
253,53,40.63093427
254,54,37.56550564
255,55,34.54915028
256,56,31.59377237
257,57,28.71103542
258,58,25.91231629
259,59,23.20866025
260,60,20.61073739
261,61,18.12880051
262,62,15.7726447
263,63,13.55156863
264,64,11.47433786
265,65,9.549150281
266,66,7.783603725
267,67,6.184665998
268,68,4.758647377
269,69,3.511175706
270,70,2.447174185
271,71,1.570841944
272,72,0.885637464
273,73,0.394264934
274,74,0.098663579
275,75,0
276,76,0.098663579
277,77,0.394264934
278,78,0.885637464
279,79,1.570841944
280,80,2.447174185
281,81,3.511175706
282,82,4.758647377
283,83,6.184665998
284,84,7.783603725
285,85,9.549150281
286,86,11.47433786
287,87,13.55156863
288,88,15.7726447
289,89,18.12880051
290,90,20.61073739
291,91,23.20866025
292,92,25.91231629
293,93,28.71103542
294,94,31.59377237
295,95,34.54915028
296,96,37.56550564
297,97,40.63093427
298,98,43.73333832
299,99,46.86047402
300,0,50
301,1,53.13952598
302,2,56.26666168
303,3,59.36906573
304,4,62.43449436
305,5,65.45084972
306,6,68.40622763
307,7,71.28896458
308,8,74.08768371
309,9,76.79133975
310,10,79.38926261
311,11,81.87119949
312,12,84.2273553
313,13,86.44843137
314,14,88.52566214
315,15,90.45084972
316,16,92.21639628
317,17,93.815334
318,18,95.24135262
319,19,96.48882429
320,20,97.55282581
321,21,98.42915806
322,22,99.11436254
323,23,99.60573507
324,24,99.90133642
325,25,100
326,26,99.90133642
327,27,99.60573507
328,28,99.11436254
329,29,98.42915806
330,30,97.55282581
331,31,96.48882429
332,32,95.24135262
333,33,93.815334
334,34,92.21639628
335,35,90.45084972
336,36,88.52566214
337,37,86.44843137
338,38,84.2273553
339,39,81.87119949
340,40,79.38926261
341,41,76.79133975
342,42,74.08768371
343,43,71.28896458
344,44,68.40622763
345,45,65.45084972
346,46,62.43449436
347,47,59.36906573
348,48,56.26666168
349,49,53.13952598
350,50,50
351,51,46.86047402
352,52,43.73333832
353,53,40.63093427
354,54,37.56550564
355,55,34.54915028
356,56,31.59377237
357,57,28.71103542
358,58,25.91231629
359,59,23.20866025
360,60,20.61073739
361,61,18.12880051
362,62,15.7726447
363,63,13.55156863
364,64,11.47433786
365,65,9.549150281
366,66,7.783603725
367,67,6.184665998
368,68,4.758647377
369,69,3.511175706
370,70,2.447174185
371,71,1.570841944
372,72,0.885637464
373,73,0.394264934
374,74,0.098663579
375,75,0
376,76,0.098663579
377,77,0.394264934
378,78,0.885637464
379,79,1.570841944
380,80,2.447174185
381,81,3.511175706
382,82,4.758647377
383,83,6.184665998
384,84,7.783603725
385,85,9.549150281
386,86,11.47433786
387,87,13.55156863
388,88,15.7726447
389,89,18.12880051
390,90,20.61073739
391,91,23.20866025
392,92,25.91231629
393,93,28.71103542
394,94,31.59377237
395,95,34.54915028
396,96,37.56550564
397,97,40.63093427
398,98,43.73333832
399,99,46.86047402
